Species,MaxTreeHeight,DBH,parameter,ll,l,m,h,hh,Sg_effect,Incertitude
Vouacapoua americana,42.3375177490507,1-3,gamma,-3.6793609999999997,-2.8408775,-1.890055,-0.890779,-0.015172359999999966,NA,3.66418864
Vouacapoua americana,42.3375177490507,1-3,tau,-3.001583,-2.5157499999999997,-1.9604300000000001,-1.4347375,-0.9647023999999998,TRUE,2.0368806000000004
Vouacapoua americana,42.3375177490507,3-10,a,-0.6292609000000001,-0.47202725,-0.3337965,-0.20855325000000002,-0.11894489999999998,NA,0.5103160000000001
Vouacapoua americana,42.3375177490507,3-10,O,-3.24884,-3.1061675,-2.885625,-2.5466474999999997,-1.975086,TRUE,1.273754
Vouacapoua americana,42.3375177490507,3-10,gamma,-1.2442170000000001,0.3105875,2.139815,4.134522499999999,5.790810000000001,NA,7.035027000000001
Vouacapoua americana,42.3375177490507,3-10,tau,-6.162088,-5.2368974999999995,-4.13166,-3.09007,-2.2279869999999997,TRUE,3.934101
Vouacapoua americana,42.3375177490507,10-25,a,-0.2431652,-0.18196125000000002,-0.13008,-0.090827775,-0.059756369999999975,NA,0.18340883000000002
Vouacapoua americana,42.3375177490507,10-25,O,-1.6236709999999999,-1.297685,-0.8913495,-0.4724165,-0.20669319999999997,TRUE,1.4169778
Vouacapoua americana,42.3375177490507,10-25,gamma,-4.770743,-3.6116650000000003,-2.255345,-0.9441109999999999,0.2612687000000014,NA,5.032011700000002
Vouacapoua americana,42.3375177490507,10-25,tau,-2.9551130000000003,-2.2789824999999997,-1.57142,-0.827508,-0.21007809999999966,TRUE,2.7450349000000007
Vouacapoua americana,42.3375177490507,>25,a,-0.7168697,-0.6220215,-0.5270195,-0.44135949999999996,-0.3715459,NA,0.34532380000000007
Vouacapoua americana,42.3375177490507,>25,O,-0.1928177,-0.122564,-0.0645034,-0.028469949999999997,-0.010569009999999993,TRUE,0.18224869000000002
Vouacapoua americana,42.3375177490507,>25,gamma,-1.4629080000000003,-0.634514,0.3115245,1.29263,2.204629,NA,3.6675370000000003
Vouacapoua americana,42.3375177490507,>25,tau,-2.9294740000000004,-2.4275225,-1.89206,-1.3704725,-0.9211922999999997,TRUE,2.0082817000000004
